"id","name","number_of_seasons","number_of_episodes","original_language","vote_average","overview","adult","first_air_date","last_air_date","homepage","in_production","popularity","type","status","tagline","genres","created_by","languages","networks","origin_country","spoken_languages","production_companies","production_countries","episode_run_time"
62568,Yamada-kun and the Seven Witches,1,12,ja,8.442,"One day, high-school boy Yamada bumps into the beautiful girl Shiraishi on the stairs (literally), and their lips touch as they fall. When they regain their wits, they realize that they have swapped bodies. As time progresses, the two realize that this is not the only mysterious happening in the school.",False,"2015-04-12","2015-06-28",http://www.yamajo-anime.com,False,10.985,Scripted,Ended,"","Drama, Animation, Comedy","",ja,Tokyo MX,JP,日本語,LIDENFILMS,Japan,24
105904,Someone Has to Die,1,3,es,7.2,"In 1950s Spain, a couple summon their son home from Mexico to introduce him to his fiancée, but are shocked when he returns with a ballerino.",False,"2020-10-16","2020-10-16",https://www.netflix.com/title/81050532,False,7.322,Miniseries,Ended,"",Drama,Manolo Caro,es,Netflix,"MX, ES",Español,"",Mexico,50
101918,Valeria,3,24,es,7.444,A writer in a creative and marital crisis finds refuge and support in her three best friends. Based on the novels by Elisabet Benavent.,False,"2020-05-08","2023-06-02",https://www.netflix.com/title/80212986,False,47.538,Scripted,Ended,"","Comedy, Drama",María López Castaño,es,Netflix,ES,Español,Plano a plano,Spain,45
58457,Los Tres Caines,1,80,es,7.3,"The Castaño Gil family was a prosperous family of cattle ranchers whose son and eldest brother Fidel has made a great fortune. The Castaño family is marked the day Jesus Alberto Castaño, patriarch of the family, is kidnapped and killed by the FARC. From that moment on, the brothers Fidel, Vicente and Carlos are determined to put an end to the guerrilla and gradually form the largest army of the self-defense groups, which ends up increasing the armed conflict in Colombia, but whose axis of the plot is the betrayal between the three brothers that will tempt them to want to kill each other.",False,"2013-03-04","2013-06-21","",False,10.11,Scripted,Ended,"","","","es, la","",CO,"Español, Latin","","",0
3215,Coffee Prince,1,17,ko,8.109,"Han-gyeol is a smart young man who hates to be tied down to one career in his life. Abhorring the idea of joining the family business, he is ordered by his grandmother to manage a cafe. Unable to disobey his grandmother, he reluctantly takes over the responsibility of running a cafe and begins to immerse himself in the gourmet coffee business. One day, he meets Eun-chan, whom he mistakes as a boy, and learns the meaning of true love...",False,"2007-07-02","2007-08-27",https://program.imbc.com/coffeeprince,False,13.651,Scripted,Ended,"","Comedy, Drama","",ko,MBC,KR,한국어/조선말,MBC,South Korea,61
102904,Sweet Magnolias,3,30,en,7.8,"Lifelong friends Maddie, Helen and Dana Sue lift each other as they juggle relationships, family and careers in the small, Southern town of Serenity.",False,"2020-05-19","2023-07-20",https://www.netflix.com/title/80239866,True,25.831,Scripted,Returning Series,"",Drama,Sheryl J. Anderson,en,Netflix,US,English,Daniel L. Paulson Productions,United States of America,50
44549,Nashville,6,124,en,6.558,"Rayna Jaymes and Juliette Barnes face personal and professional challenges as they navigate their paths as artists and individuals. Surrounding them, and often complicating their lives, are their family, friends and, in some cases, lovers, as well as the up-and-coming performers and songwriters trying to get ahead in the business.",False,"2012-10-10","2018-07-26",http://cmt.com/shows/nashville/,False,25.862000000000002,Scripted,Ended,"",Drama,Callie Khouri,en,"ABC, CMT",US,English,"Opry Entertainment, Cutler Productions, Lionsgate Television, ABC Studios",United States of America,42
119105,Feria: The Darkest Light,1,8,es,6.7,Two sisters must face a new reality — and supernatural elements — when it's revealed their parents participated in a cult ritual ending in death.,False,"2022-01-28","2022-01-28",https://www.netflix.com/title/81059720,False,9.875,Scripted,Canceled,"",Sci-Fi & Fantasy,"Carlos Montero, Agustín Martínez",es,Netflix,ES,Español,Filmax,Spain,56
63770,The Late Show with Stephen Colbert,9,1419,en,6.495,"Stephen Colbert brings his signature satire and comedy to The Late Show with Stephen Colbert, the #1 show in late night, where he talks with an eclectic mix of guests about what is new and relevant in the worlds of politics, entertainment, business, music, technology, and more. Featuring bandleader Jon Batiste with his band Stay Human, the Emmy Award-nominated show is broadcast from the historic Ed Sullivan Theater. Stephen Colbert, Chris Licht, Tom Purcell, and Jon Stewart are executive producers. Barry Julien and Denise Rehrig serve as co-executive producers.",False,"2015-09-08","2023-10-02",https://www.cbs.com/shows/the-late-show-with-stephen-colbert,True,3707.0080000000003,Talk Show,Returning Series,"","Comedy, Talk","Jon Stewart, Stephen Colbert, Tom Purcell, Chris Licht",en,CBS,US,English,"Spartina Productions, CBS Studios",United States of America,41
157744,"1923",2,16,en,8.32,"Follow a new generation of the Dutton family during the early twentieth century when pandemics, historic drought, the end of Prohibition and the Great Depression all plague the mountain west, and the Duttons who call it home.",False,"2022-12-18","2023-02-26",https://www.paramountplus.com/shows/1923,True,44.757,Scripted,Returning Series,Greed will be the thing that kills us all.,"Drama, Western",Taylor Sheridan,en,Paramount+,US,English,"Bosque Ranch Productions, MTV Entertainment Studios, 101 Studios",United States of America,0
210916,The Recruit,1,8,en,7.572999999999999,A fledgling lawyer at the CIA that becomes enmeshed in dangerous international power politics when a former asset threatens to expose the nature of her long-term relationship with the agency unless they exonerate her of a serious crime.,False,"2022-12-16","2022-12-16",https://www.netflix.com/title/81396545,True,18.664,Scripted,Returning Series,Inexperience is an asset,"Drama, Crime",Alexi Hawley,en,Netflix,US,English,"Entertainment One, Hypnotic, Perfectman Pictures","Canada, United States of America",55
70798,Istanbullu Gelin,3,87,tr,7.390000000000001,Faruk is the owner of a bus company and the leader of a powerful family in Bursa which is a metropol in Turkey. Faruk meets a violonist girl and falls in love with her. But the dominant mother of Faruk isn't happy with her son's relationship.,False,"2017-03-03","2019-05-31",http://www.startv.com.tr/dizi/istanbullu-gelin,False,45.908,Scripted,Ended,"",Drama,Gülseren Budayıcıoğlu,tr,Star TV,TR,Türkçe,O3 Medya,Turkey,120
90870,Wu-Tang: An American Saga,3,30,en,8.385,"In the early 1990s in New York, during the height of the crack cocaine epidemic, a visionary musician named Bobby Diggs aka The RZA begins to form a super group of a dozen young, black men, who will eventually rise to become one of the unlikeliest success stories in American music history.",False,"2019-09-04","2023-04-05",https://www.hulu.com/series/wu-tang-an-american-saga-8e4e1643-1254-4d6e-a567-d2c62f7b3e00,False,18.322,Scripted,Ended,Now and forever.,Drama,"RZA, Alex Tse",en,Hulu,US,English,"",United States of America,60
66789,"24: Legacy",1,12,en,6.206,"The story of  military hero Eric Carter’s return to the U.S. and the trouble that follows him back – compelling him to ask CTU for help in saving his life, and stopping what potentially could be one of the largest-scale terror attacks on American soil.",False,"2017-02-05","2017-04-17",http://www.fox.com/24-legacy,False,11.081,Scripted,Canceled,New day. New hero.,"Crime, Drama, Mystery","Manny Coto, Evan Katz",en,FOX,US,English,"Teakwood Lane Productions, Imagine Television, 20th Century Fox Television",United States of America,42
87049,Firefly Lane,2,26,en,7.659000000000001,"For decades, childhood best friends Kate and Tully have weathered life's storms together -- until a betrayal threatens to break them apart for good.",False,"2021-02-03","2023-04-27",https://www.netflix.com/title/80994340,False,29.75,Scripted,Ended,"Three decades, two friends, one hell of a story.",Drama,Maggie Friedman,en,Netflix,US,English,"Brightlight Pictures, Stephanie Germain Productions","Canada, United States of America",0
42912,Inazuma Eleven,4,268,ja,8.074,"Endou Mamoru is a cheerful goalkeeper in Raimon Jr High, with six other players in the team. But there was a day when the team was almost lead to disbandment by Natsumi unless they are to win the match against the Teikoku Gakuen, currently the best team of Japan. He tried to save the club by gathering four more players to the team.",False,"2008-10-05","2014-03-19",http://www.tv-tokyo.co.jp/anime/inazuma/index2.html,False,54.32899999999999,Scripted,Ended,"","Animation, Sci-Fi & Fantasy","",ja,TV Tokyo,JP,日本語,"Level-5, TV Tokyo",Japan,24
99080,Peter Grill and the Philosopher's Time,2,24,ja,8.162,"Upon winning a fighting tournament and being crowned the world’s strongest warrior, Peter Grill discovers a downside to his newfound fame. Women of all species, from ogres to elves, are scrambling over each other for his seed to ensure they have the strongest babies possible. Poor Peter just wants to settle down with his lovey dovey fiancée, but he’ll have to outmatch, outwit, and outrun a harem of very determined monster girls to do so!",False,"2020-07-11","2022-12-26",http://petergrill-anime.jp,False,31.000999999999998,Scripted,Ended,"","Animation, Comedy, Sci-Fi & Fantasy","",ja,Tokyo MX,JP,日本語,"Wolfsbane, Futabasha, Seven",Japan,13
102712,Her Mother's Killer,1,56,es,7.5,"Nearly 30 years after her mom's murder, a political strategist launches a calculated plan to ruin the Colombian presidential candidate who killed her.",False,"2020-04-13","2021-05-03",https://www.caracoltv.com/la-venganza-de-analia,True,61.081999999999994,Miniseries,Returning Series,"",Drama,"Clara María Ochoa, Camila Vega, Lucho Sierra",es,Caracol TV,CO,Español,CMO Producciones,Colombia,0
87017,P-Valley,3,18,en,7.833,"Down deep in the Mississippi Delta, Trap music meets film noir in this kaleidoscopic story of a little-strip-club-that-could and the big characters who come through its doors—the hopeful, the lost, the broken, the ballers, the beautiful, and the damned.",False,"2020-07-12","2022-08-14",https://www.starz.com/us/en/series/p-valley/46156,True,99.73299999999999,Scripted,Returning Series,Anybody can get it.,"Drama, Crime",Katori Hall,en,Starz,US,English,Chernin Entertainment,United States of America,60
95612,Home for Christmas,2,12,no,7.313,"Tired of the constant comments on her relationship status, perpetually single Johanne starts a 24-day hunt for a boyfriend to bring home for Christmas.",False,"2019-12-05","2020-12-18",https://www.netflix.com/title/81083590,False,10.704,Scripted,Ended,"","Comedy, Drama",Per-Olav Sørensen,"da, no, sv",Netflix,NO,"Dansk, Norsk, svenska","",Norway,30
77939,MEGALOBOX,2,26,ja,7.9510000000000005,"A desolate land stretches out from the city of poverty. A motorcycle speeds recklessly, blowing clouds of sand and dust. The rider is the protagonist of this story – he has neither a name nor a past. All he has is his ring name, “Junk Dog” and a technique for rigging MEGALOBOX matches with his pal Gansaku Nanbu, which they use to support their hand-to-mouth lives. JD is bored, resigned, and unfulfilled. Yuri has been the reigning champion of MEGALOBOX for the past few years. He has the skills and presence of a true champion. This is a story of JD and his rival, Yuri.",False,"2018-04-06","2021-06-27",https://www.megalobox.com/,False,15.602,Scripted,Ended,"","Animation, Action & Adventure, Drama","",ja,TBS,JP,日本語,"TBS, TMS Entertainment, TFC, 3×Cube",Japan,24
46157,The Carrie Diaries,2,26,en,7.297999999999999,"Before she was a fashion icon, before her column in the New York Star, before Mr. Big, Carrie Bradshaw was an innocent 16-year-old girl living in suburban Connecticut.",False,"2013-01-14","2014-01-31",http://cwtv.com/shows/the-carrie-diaries/,False,9.677000000000001,Scripted,Canceled,You never forget your first love.,"Drama, Comedy",Candace Bushnell,en,The CW,US,English,"Fake Empire Productions, Warner Bros. Television, A.B. Baby Productions",United States of America,42
76438,Everything Sucks!,1,10,en,7.4879999999999995,"It's 1996 in a town called Boring, Oregon, where high school misfits in the AV and drama clubs brave the ups and downs of teenage emotions in the VHS era.",False,"2018-02-16","2018-02-16",https://www.netflix.com/title/80117551,False,9.902000000000001,Scripted,Canceled,You can't fast forward high school.,"Drama, Comedy","Ben York Jones, Michael Mohan",en,Netflix,US,English,Midnight Radio,United States of America,22
101972,Our Last Crusade or the Rise of a New World,2,12,ja,8.227,"For years, a great war has raged on between the scientifically advanced Empire and a paradise of witches known as the Nebulis Sovereignty. This age-old battle sets the scene for a fateful encounter between two young combatants: an imperial swordsman, Iska, and the witch princess, Aliceliese. As sworn enemies, they vow to cut each other down in order to unite their worlds, and yet Iska finds himself entranced by her beauty and righteousness, while Aliceliese is moved by his strength and resolve. In the midst of a never-ending war that forbids them from being together, they have no choice but to destroy each other-or find another way.",False,"2020-10-04","2020-12-20",https://kimisentv.com,True,27.188,Scripted,Returning Series,"","Animation, Action & Adventure, Sci-Fi & Fantasy, War & Politics","",ja,AT-X,JP,日本語,SILVER LINK.,Japan,24
127581,"4400",1,13,en,6.786,"4400 overlooked, undervalued, or otherwise marginalized people who vanished without a trace over the last hundred years are all returned in an instant, having not aged a day and with no memory of what happened to them. As the government races to analyze the potential threat and contain the story, the 4400 themselves must grapple with the fact that they've been returned with a few ""upgrades"", and the increasing likelihood that they were all brought back now for a specific reason.",False,"2021-10-25","2022-02-14",https://www.cwtv.com/shows/4400,False,15.617,Scripted,Canceled,Their return was only the beginning.,"Sci-Fi & Fantasy, Drama","Anna Fricke, Ariana Jackson",en,The CW,US,English,CBS Studios,United States of America,45
10160,Big Brother,25,884,en,4.946,"American version of the reality game show which follows a group of HouseGuests living together 24 hours a day in the ""Big Brother"" house, isolated from the outside world but under constant surveillance with no privacy for three months.",False,"2000-07-05","2023-10-01",https://www.cbs.com/shows/big_brother,True,358.03900000000004,Reality,Returning Series,"",Reality,John de Mol,en,CBS,US,English,"Endemol Shine North America, Endemol USA, Fly on the Wall Entertainment",United States of America,45
57276,TURN: Washington's Spies,4,40,en,7.2,"The story of New York farmer, Abe Woodhull, who bands together with a group of childhood friends to form The Culper Ring, an unlikely group of spies who turn the tide in America’s fight for independence.",False,"2014-04-06","2017-08-12",https://www.amcplus.com/shows/turn-2--1002259,False,17.119,Scripted,Ended,Pledge Defiance,"War & Politics, Drama",Craig Silverstein,en,AMC,US,English,"AMC Studios, Sesfonstein Productions",United States of America,0
196614,Hasta que la plata nos separe,1,88,es,8.178,"Rafael Méndez is an ethical and noble man who dedicates his life to selling household items and is dating his neighbor Vicky Pardo. Alejandra Maldonado is a successful businesswoman and manager of the Ramenautos car dealership, she is engaged to Luciano Valenzuela. Rafael and Alejandra suffer a car accident that will trigger a series of events that will bring them closer. Rafael must pay off the debt he has left Alejandra with after the accident and this closeness will lead them to fall in love despite their social differences. However, circumstances and their respective families and partners will do everything possible to prevent their love from happening.",False,"2022-05-10","2022-09-16",https://www.canalrcn.com/hasta-que-la-plata-nos-separe-2022/,False,34.112,Scripted,Ended,"","Soap, Drama",Fernando Gaitán,es,RCN,CO,Español,RCN,"",0
114466,Baymax!,1,6,en,7.906000000000001,"Return to the fantastical city of San Fransokyo where the affable, inflatable, inimitable healthcare companion robot, Baymax, sets out to do what he was programmed to do: help others.",False,"2022-06-29","2022-06-29",https://www.disneyplus.com/series/baymax/1D141qnxDHLI,False,20.164,Miniseries,Ended,Everyone needs a big hero.,"Animation, Family","",en,Disney+,US,English,Walt Disney Animation Studios,United States of America,12
120734,Just Beyond,1,8,en,7.197999999999999,"Middle school feels like the worst place imaginable, but for Jess, Josh, and Marco, their school may actually be the worst place in this world…or any other!",False,"2021-10-13","2021-10-13",https://www.disneyplus.com/series/just-beyond/5VSpNx8W8lI9,False,28.986,Scripted,Ended,"","Family, Comedy",Seth Grahame-Smith,en,Disney+,US,English,"20th Television, BOOM! Studios, KatzSmith Productions",United States of America,0
99489,The Penthouse,3,48,ko,8.5,"A woman puts everything on the line to achieve her goal of being able to move into a luxury penthouse in the Gangnam District. In the process, she gradually finds herself turning into a monster.",False,"2020-10-26","2021-09-10",https://programs.sbs.co.kr/drama/penthouse,False,38.601,Scripted,Ended,"100th Floor Bloody Penthouse.","Drama, Mystery",Kim Soon-ok,"ki, ko",SBS,KR,한국어/조선말,"Seoul Broadcasting System, Chorokbaem Media",South Korea,70
42878,Anger Management,2,100,en,6.249,"Charlie is a non-traditional therapist specializing in anger management. He has a successful private practice and he performs pro bono counseling for an inmate group at a state prison. Prior to his career as a therapist, he was a major league baseball player whose career was put on the shelf for good by his own struggle with anger issues.",False,"2012-06-28","2014-12-22",http://www.fxnetworks.com/shows/anger-management/episodes,False,33.537,Scripted,Ended,"",Comedy,Bruce Helford,en,FX,US,English,"",United States of America,22
67272,Shopaholic Louis,1,16,ko,7.9,"A romance takes place between Kang Ji-Sung aka Louie and Ko Bok-Sil. Louie is from a rich family, but he has lost his memory. Ko Bok-Sil is a woman with a heart like an angel. Louie learns about true love after meeting Ko Bok-Sil.",False,"2016-09-21","2016-11-10",http://www.imbc.com/broad/tv/drama/louis/,False,10.076,Scripted,Ended,"","Comedy, Drama",Kim Sang-ho,ko,MBC,KR,한국어/조선말,"",South Korea,61
210942,Lookism,1,8,ko,8.440000000000001,"In a society that favors good looks, a high school outcast leads a double life switching between his two bodies that are polar opposites in appearance.",False,"2022-12-08","2022-12-08",https://www.netflix.com/title/81177634,False,23.645,Scripted,Ended,"","Comedy, Drama, Animation","",ko,Netflix,KR,한국어/조선말,Studio Mir,South Korea,0
13555,Roots,1,8,en,7.4,"The epic tale of celebrated Pulitzer-prize winning author Alex Haley's ancestors as portrayed in the acclaimed twelve hour mini-series Roots, was first told in his 1976 bestseller Roots: The Saga of an American Family. The docu-drama covers a period of history that begins in mid-1700s Gambia, West Africa and concludes during post-Civil War United States, over 100 years later. This 1977 miniseries eventually won 9 Emmy awards, a Golden Globe award, and a Peabody award, and still stands as the most watched miniseries in U.S. history.",False,"1977-01-23","1977-01-30","",False,16.020999999999997,Miniseries,Ended,"",Drama,Alex Haley,en,ABC,US,English,"","",90
72792,Safe,1,8,en,6.9079999999999995,"After his daughter goes missing, a widower begins uncovering the dark secrets of the people closest to him.",False,"2018-05-10","2018-05-10",https://www.netflix.com/title/80240177,False,12.528,Miniseries,Ended,"","Drama, Crime",Harlan Coben,en,Netflix,GB,English,Red Production Company,United Kingdom,45
62196,Stitchers,3,31,en,7.0,"A young woman is recruited into a secret government agency to be “stitched” into the minds of the recently deceased, using their memories to investigate murders.",False,"2015-06-02","2017-08-14",http://freeform.go.com/shows/stitchers,False,61.977999999999994,Scripted,Canceled,Memories never die.,"Mystery, Sci-Fi & Fantasy",Jeff Schechter,en,"ABC Family, Freeform",US,English,"LIke the Wind Productions, Prodco, StoryBy Entertainment",United States of America,44
58956,Wolfblood,5,62,en,8.052000000000001,"Being a teenager is hard enough. Being a Wolfblood teenager is ten times more complicated. 14 year old Maddy loves her abilities - heightened senses, being faster, stronger and more graceful - but hates the secrets that come with them.",False,"2013-02-25","2017-05-01",http://www.bbc.co.uk/cbbc/shows/wolfblood,False,19.531,Scripted,Ended,"","Sci-Fi & Fantasy, Drama, Mystery",Debbie Moon,"en, cy",CBBC,GB,"English, Cymraeg",BBC,"United Kingdom, United States of America",25
85349,Amphibia,3,106,en,8.5,"The adventures of 13-year-old, self-centered Anne Boonchuy who is magically transported to the fictitious world of Amphibia, a rural marshland full of frog-people. With the help of an excitable young frog named Sprig, Anne will become a hero and discover the first true friendship of her life.",False,"2019-06-17","2022-05-14",https://disneynow.go.com/shows/amphibia,False,74.751,Scripted,Ended,Life’s never boring when you’re amphibious.,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Matt Braly,en,Disney Channel,US,English,Disney Television Animation,United States of America,11
18202,Cougar Town,6,102,en,6.422999999999999,"Jules Cobb is a mom in her forties facing the often humorous challenges, pitfalls and rewards of life's next chapter. Along for the journey is her son, her ex-husband, her husband/neighbor and her friends who together make up her dysfunctional, but supportive and caring extended family... even if they have a funny way of showing it sometimes.",False,"2009-09-23","2015-03-31",http://www.tbs.com/shows/cougar-town.html,False,25.838,Scripted,Ended,Bad title. Good comedy.,Comedy,"Bill Lawrence, Kevin Biegel",en,"TBS, ABC",US,English,"Coquette Productions, Doozer",United States of America,30
76303,The Plague,2,12,es,7.065,"Plague decimates late 16th century Seville, a crowded city where many have arrived to embark for the New World to seek their fortune.",False,"2018-01-12","2019-11-15",http://lapeste.movistarplus.es,False,10.362,Scripted,Ended,"","Action & Adventure, Crime, Drama","Alberto Rodríguez, Rafael Cobos",es,#0,ES,Español,"",Spain,50
66551,The Mick,2,37,en,7.188,"Mackenzie ""Mickey"" Murphy is a hard-living, foul-mouthed, cigarette-smoking woman who moves to affluent Greenwich, CT to raise the spoiled kids of her wealthy sister who fled the country to avoid a federal indictment. She quickly learns what the rest of us already know - other people's children are awful.",False,"2017-01-01","2018-04-03",http://www.fox.com/the-mick,False,30.678000000000004,Scripted,Canceled,Aunt Mickey. Inappropriate and in charge.,Comedy,"Dave Chernin, John Chernin",en,FOX,US,English,"301 Productions, Pennette & Henchy Productions, 20th Century Fox Television, 3 Arts Entertainment, BingBangBoom",United States of America,23
88367,Scooby-Doo and Guess Who?,2,52,en,8.028,The Mystery Inc. gang solve bigger mysteries while also encountering many memorable celebrities.,False,"2019-06-27","2021-10-01",https://www.hbomax.com/series/urn:hbo:series:GYKwvSgjDcZfDwwEAAACO,False,217.035,Scripted,Canceled,"","Animation, Comedy, Mystery","",en,"Boomerang, HBO Max",US,English,Warner Bros. Animation,United States of America,22
19588,¡Vivan los niños!,1,155,es,7.7,"¡Vivan los niños! is a Mexican telenovela for children that premiered in 2002. It ran for 155 episodes and finished in 2003. The opening, Vivan los niños, was recorded by the Latin pop group OV7. One of its closing themes, also entitled Vivan los niños, was performed by Cuban-American singer and songwriter Ana Cristina. The show is a version of the Argentinian telenovela ""Jacinta Pichimahuida, la maestra que no se olvida"".

The series starred Andrea Legarreta as 2nd grade teacher Lupita Gómez. After the series ended, Andrea became the long-time host of the morning talk show Hoy. On July 12, 2012, in celebration of Andrea's birthday, the producers of Hoy reunited her with the young actors who played her students on the series.",False,"2002-07-15","2003-02-14","",False,10.32,Scripted,Ended,"","Soap, Kids",Abel Santacruz,es,Las Estrellas,MX,Español,Televisa,Mexico,45
64852,Trapped,3,28,is,7.44,Icelandic crime drama featuring Chief of Police Andri.,False,"2015-12-27","2021-12-05",http://www.ruv.is/thaettir/ofaerd,False,19.684,Scripted,Ended,"","Drama, Mystery, Crime",Baltasar Kormákur,"de, en, da, fr, is",RÚV,IS,"Deutsch, English, Dansk, Français, Íslenska",RVK Studios,Iceland,50
69088,Marvel's Agents of S.H.I.E.L.D.: Slingshot,1,6,en,7.128,"Elena ""Yo-Yo"" Rodriguez, an Inhuman with the ability to move at super-speed, is required to sign the Sokovia Accords. However, the restrictions of the Accords are in direct conflict with a personal mission she's desperate to fulfill, one that will test her abilities and will include tense encounters with S.H.I.E.L.D. team members.",False,"2016-12-13","2016-12-13",http://abc.go.com/shows/marvels-agents-of-shield-slingshot,False,8.605,Miniseries,Ended,"","Sci-Fi & Fantasy, Action & Adventure, Drama","",en,ABC.com,US,English,"ABC Studios, Marvel Television, Walt Disney Studios",United States of America,5
501,Battlestar Galactica,1,22,en,7.1,"When the 12 Colonies of Man are wiped out by a cybernetic race called the Cylons, Commander Adama and the crew of the battlestar Galactica lead a ragtag fleet of human survivors in search of a ""mythical planet"" called Earth.",False,"1978-09-17","1979-04-29","",False,25.837,Scripted,Ended,The Last Battlestar Galactica Leads a Rag Tag Fugitive Fleet on a Lonely Quest for a Shining Planet Known as...Earth.,"Sci-Fi & Fantasy, Drama",Glen A. Larson,en,ABC,US,English,"Universal Television, Glen A. Larson Productions",United States of America,60
94515,Prank Encounters,2,15,en,7.2,Monstrous frights meet hilarious reveals on this hidden-camera prank show as real people become the stars of their own full-blown horror movie.,False,"2019-10-25","2021-04-01",https://www.netflix.com/title/81017316,True,8.292,Scripted,Returning Series,"","Reality, Comedy","",en,Netflix,US,English,Propagate Content,"",25
95215,Reservation Dogs,3,28,en,8.2,"Four Indigenous teenagers in rural Oklahoma steal, rob and save in order to get to the exotic, mysterious and faraway land of California.",False,"2021-08-09","2023-09-27",https://www.fxnetworks.com/shows/reservation-dogs,False,31.451999999999998,Scripted,Ended,Leading the pack.,"Drama, Comedy","Taika Waititi, Sterlin Harjo",en,Hulu,US,English,"Scott Rudin Productions, FX Productions",United States of America,0
31078,Bored to Death,3,24,en,7.4239999999999995,"Jonathan Ames, a young Brooklyn writer, is feeling lost. He's just gone through a painful break-up, thanks in part to his drinking, can't write his second novel, and carouses too much with his magazine editor. Rather than face reality, Jonathan turns instead to his fantasies — moonlighting as a private detective — because he wants to be a hero and a man of action.",False,"2009-09-20","2011-11-28",http://hbo.com/bored-to-death,False,13.570999999999998,Scripted,Ended,"","Comedy, Crime, Mystery",Jonathan Ames,en,HBO,US,English,"Fair Harbor Entertainment, Dakota Pictures, 3 Arts Entertainment","",30
91425,Infinity Train,4,40,en,8.5,Passengers on board the mysterious Infinity Train must explore a series of endless cars that each contain unique worlds and puzzles to solve in order to unravel the mysteries of the train - and within themselves - to open the doorway home.,False,"2019-08-05","2021-04-15",https://www.hbomax.com/infinity-train,False,29.756999999999998,Scripted,Canceled,"","Animation, Sci-Fi & Fantasy, Action & Adventure",Owen Dennis,en,"Cartoon Network, HBO Max",US,English,Cartoon Network Studios,United States of America,11
40403,Miss XV,1,120,es,7.934,"Miss XV follows the story of two teenage best friends, Valentina and Natalia, (who were born on the same day at the same hour), who dream of the perfect quinceañera birthday party, and long to become the girlfriends of their respective crushes, Niko and Eddy.",False,"2012-04-16","2012-09-28",http://www.televisa.esmas.com/entretenimiento/telenovelas/miss-xv/,False,55.839999999999996,Scripted,Ended,"","Soap, Drama",Pedro Damián,es,Canal 5,MX,Español,Televisa,Mexico,45
88805,Are You Lost?,1,12,ja,8.02,"Because of a plane crash … starting today, we’re spending the springtime of our lives on a desert island!! There’s nothing here, so we have to make everything!! And eat everything!! (Ugh!) Check out our high-school-girl survival story of courage and knowledge. We’re actually doing pretty well! We learn how to eat cicadas, how to build traps, a simple allergy test, how to eat hermit crabs, etc.",False,"2019-07-02","2019-09-17",http://www.sounandesuka.jp/,False,12.810999999999998,Scripted,Ended,"","Animation, Action & Adventure, Comedy, Drama","",ja,Tokyo MX,JP,日本語,"Ezo'la, Art Base Bam, Triple A Films, Studio Blanc., NAS",Japan,12
97861,Night on Earth,1,6,en,7.364,"This nature series’ new technology lifts night’s veil to reveal the hidden lives of the world’s creatures, from lions on the hunt to bats on the wing.",False,"2020-01-29","2020-01-29",https://www.netflix.com/title/80218938,False,6.504,Documentary,Ended,"",Documentary,"",en,Netflix,GB,English,Plimsoll Productions,United Kingdom,50
135864,Elves,1,6,da,6.902000000000001,The Christmas vacation of a teenage girl and her family turns into a nightmare when they discover the ancient threat that haunts the island where they are.,False,"2021-11-28","2021-11-28",https://www.netflix.com/title/81152779,False,12.495000000000001,Scripted,Ended,"","Drama, Mystery, Sci-Fi & Fantasy",Stefan Jaworski,da,Netflix,DK,Dansk,Miso Film,Denmark,24
50035,Clarence,3,129,en,7.790000000000001,"In a world of noise, Clarence is a jar of sunshine, pure and simple. He sees the world only in his favorite colors: goofy grape and neon green. Clarence values his friends Jeff and Sumo and his mother Mary more than gold. No matter what happens, good or bad, nothing brings Clarence down.",False,"2014-04-14","2018-06-24",https://www.cartoonnetwork.com/video/clarence/index.html,False,48.205,Scripted,Canceled,"","Animation, Comedy",Skyler Page,en,Cartoon Network,US,English,Cartoon Network Studios,United States of America,11
32415,Conan,11,1510,en,7.116,A late night television talk show hosted by  Conan O'Brien.,False,"2010-11-08","2021-06-24",https://www.tbs.com/shows/conan,False,86.40200000000002,Talk Show,Ended,"","Talk, Comedy, News",Conan O'Brien,en,TBS,US,English,TBS Productions,United States of America,60
66082,Another Miss Oh,1,18,ko,8.2,Two women working in the same industry with the exact same name keep getting their lives entangled both professionally and personally.,False,"2016-05-02","2016-06-28",http://program.tving.com/tvn/againoh,False,13.98,Scripted,Ended,"","Comedy, Drama",Park Hae Young,ko,tvN,KR,한국어/조선말,"Studio Dragon, Chorokbaem Media",South Korea,70
4602,That's So Raven,4,100,en,7.215000000000001,"No ordinary teenager; Raven Baxter can see glimpses of the future! Watch her schemes and misadventures as she enlists the help of friends, including best friends Eddie and Chelsea, to change life's little outcomes. Raven's younger brother, Cory, is obsessed with money and creates get-rich-quick schemes to try to earn cash.",False,"2003-01-17","2007-11-10",http://disneychannel.disney.com/thats-so-raven,False,166.239,Scripted,Ended,She can see the future. But she can't quite see what's coming next.,"Comedy, Sci-Fi & Fantasy",Michael Poryes,en,Disney Channel,US,English,"Warren & Rinsler Productions, Brookwell-McNamara Entertainment, That's So Productions",United States of America,23
